,id,url,priority,page,fetched,price_currency,price_value,ad_id,posted_weekday,posted_time,posted_month,posted_day,posted_year,delivery_offered,price_negotiable,condition,year,make,model,current_location,import_duty_paid,mileage,transmission,four_wheel_drive,location,description
1040,1041,https://www.zoomtanzania.com/sedans/2005-toyota-allion-1186837?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"12,500,000",1186837,Tuesday,11:55:00,October,09,2018,No,No,Used,2005,Toyota,Allion,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Allion (DMR )
Year 2005
1490cc
56,000km
Well maintained
Price 12.5m"
1041,1042,https://www.zoomtanzania.com/4x4s-suvs/2008-toyota-harrier-1186834?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"31,000,000",1186834,Tuesday,10:46:00,October,09,2018,,No,Used,2008,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Harrier
2008year
2.4cc
milion 31m"
1042,1043,https://www.zoomtanzania.com/sedans/2005-toyota-brevis-1186830?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"9,300,000",1186830,Tuesday,11:54:00,October,09,2018,No,No,Used,2005,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Brevis (DLQ )
Year 2005
2490cc
91,000km
Full Option
New Tyres &Sports Rim
Price 9.3m"
1043,1044,https://www.zoomtanzania.com/sedans/2005-toyota-premio-1186828?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"15,500,000",1186828,Tuesday,10:46:00,October,09,2018,,No,Used,2005,Toyota,Premio,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Premio
2005year
1.5cc
milion 15.5"
1044,1045,https://www.zoomtanzania.com/hatchbacks/2005-toyota-passo-1186827?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"7,700,000",1186827,Tuesday,11:54:00,October,09,2018,No,No,Used,2005,Toyota,Passo,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota passo (DNV)
Year 2005
1290cc (Piston 4)
67000km
Gari mpya
Price 7.7m"
1045,1046,https://www.zoomtanzania.com/hatchbacks/2007-toyota-passo-1186824?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"7,700,000",1186824,Tuesday,11:54:00,October,09,2018,No,No,Used,2007,Toyota,Passo,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Passo (DLZ)
Year 2007
Cc 1290
Kms 67,000
Piston 4
Colour : Black
Indicator on a sidemirror
Price 7.7m"
1046,1047,https://www.zoomtanzania.com/4x4s-suvs/1999-toyota-rav-4-1186821?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"19,000,000",1186821,Tuesday,10:47:00,October,09,2018,,No,Used,1999,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Rav 4
1999year
2.0cc
milion 19"
1047,1048,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-rav-4-1186820?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"11,500,000",1186820,Tuesday,11:54:00,October,09,2018,No,No,Used,2001,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota RAV 4(BMT)
Year 2001
Cc 1790
Kms 181200
Vvti engine
Price 11.5M"
1048,1049,https://www.zoomtanzania.com/minis/2001-toyota-noah-1186819?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"16,000,000",1186819,Tuesday,10:30:00,October,09,2018,,No,Used,2001,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Noah
2001year
super xtra limo
2.0cc
milion 16m"
1049,1050,https://www.zoomtanzania.com/sedans/2002-toyota-brevis-1186817?s=84f81a0e15af108d589074b118335618,silver,105,1,TSh,"8,700,000",1186817,Tuesday,11:54:00,October,09,2018,No,No,Used,2002,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Brevis (DHY )
Year 2002
2490cc
100,000km
New Tyres &Sports Rim
Colour: Pearl White
Well maintained
Price 8.7m"
1050,1051,https://www.zoomtanzania.com/hatchbacks/2007-toyota-passo-1186813?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"7,500,000",1186813,Tuesday,11:54:00,October,09,2018,No,No,Used,2007,Toyota,Passo,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Passo (DNJ )
Year 2007
1290cc ( Piston 4)
99,000km
Reverse Camera
Gari mpyaa
Price 7.5m"
1051,1052,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186812?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"9,800,000",1186812,Tuesday,11:54:00,October,09,2018,No,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota ISt (DJR )
Year 2005
1290cc
86,000km
Sports Rims
Colour: Black
Well maintained
Price 9.8m"
1052,1053,https://www.zoomtanzania.com/4x4s-suvs/2010-mercedes-benz-1186811?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"50,000,000",1186811,Tuesday,10:26:00,October,09,2018,,Yes,Used,2010,Mercedes-Benz,,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","BENZ GL 320"" 4MATICYear 2010DieselC.c 3000Aijawahi pigwa RangiGOOD condition?elfu 25 maongezi"
1053,1054,https://www.zoomtanzania.com/hatchbacks/2005-toyota-vitz-1186809?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"6,300,000",1186809,Tuesday,11:55:00,October,09,2018,No,No,Used,2005,Toyota,Vitz,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Vitz New Model (DFR )
Year 2005
990cc
88,000km
Colour; Red
In mint Condition
Price 6.3m"
1054,1055,https://www.zoomtanzania.com/sedans/2005-toyota-1186808?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"14,800,000",1186808,Tuesday,11:54:00,October,09,2018,No,No,Used,2005,Toyota,Crown Athlete,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Crown Athlete[DMB]
Year:2005
Cc:2490
Millage:78,000
Automatic Transmission
Full option
Push to start
Wide screen
Rims
New Tyres
No dents
Colour:Pearl White
Very Good Condition
Price 14.8m"
1055,1056,https://www.zoomtanzania.com/4x4s-suvs/2008-toyota-fielder-1186805?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"16,000,000",1186805,Tuesday,10:26:00,October,09,2018,,No,Used,2008,Toyota,Fielder,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Fielder new model
Mwaka 2008
1.5cc
vvti engine
Bei 16m"
1056,1057,https://www.zoomtanzania.com/4x4s-suvs/2002-toyota-kluger-1186803?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"24,000,000",1186803,Tuesday,10:26:00,October,09,2018,,No,Used,2002,Toyota,Kluger,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Kluger black
Year 2002
vvti 4 cylinder
Bei 24m"
1057,1058,https://www.zoomtanzania.com/hatchbacks/2004-toyota-ist-1186793?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"10,500,000",1186793,Tuesday,11:54:00,October,09,2018,No,No,Used,2004,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota ISt (DME )
Year 2004
1290cc
43,045km
Colour: Gold
Gari mpyaaa
In mint Condition
Price 10.5m fixed"
1058,1059,https://www.zoomtanzania.com/4x4s-suvs/2011-bmw-1186788?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"50,000,000",1186788,Tuesday,10:26:00,October,09,2018,,No,Used,2011,BMW,,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","BMW X1
2011 model
Price 50m"
1059,1060,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-rav-4-1186784?s=45b750d188629aa41d7d61ee76cd8a5b,silver,106,1,TSh,"11,000,000",1186784,Friday,03:49:00,November,02,2018,No,No,Used,2001,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Rav4 kilitime (DBY )
Year 2001
1790cc ( VVTI Engine)
66,123km
New Tyres &Sports Rim
Well maintained
Price 12m"
1060,1061,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-rav4-1186779?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"6,500,000",1186779,Tuesday,11:54:00,October,09,2018,No,No,Used,2001,Toyota,,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Rav4 kilitime (BBK )
Year 2001
1790cc ( Vvti Engine )
97,000km
Colour: Maroon
In mint Condition
Price 6.5m"
1061,1062,https://www.zoomtanzania.com/4x4s-suvs/2000-toyota-land-cruiser-lx-1186778?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"45,000,000",1186778,Friday,03:41:00,November,02,2018,,No,Used,2000,Toyota,Land Cruiser Lx,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam",Land cruiser LX mpya haina namba na cheses iko clean haina dent wala ajali manual gear Diesel engine 1HZ mwaka 2000 bei 45m na inapungua
1062,1063,https://www.zoomtanzania.com/4x4s-suvs/1998-toyota-rav4-1186770?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"13,000,000",1186770,Tuesday,11:55:00,October,09,2018,No,No,Used,1998,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Rav4 Old Model (CJV )
Year 1998
88,000km
1990cc (3s Engine)
New Tyres &Sports Rim
In immaculate Condition
Price 13m"
1063,1064,https://www.zoomtanzania.com/hatchbacks/2006-toyota-ist-1186766?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"12,500,000",1186766,Tuesday,10:26:00,October,09,2018,,No,Used,2006,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Ist
Year 2006
Km 84973
Cc 1290
Price 12.5m"
1064,1065,https://www.zoomtanzania.com/minis/2002-daihatsu-terios-1186765?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"6,700,000",1186765,Tuesday,11:55:00,October,09,2018,No,No,Used,2002,Daihatsu,Terios,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Terios (DCM )
Year 2002
1300cc
88,000km
New Tyres & Sports Rims
Well maintained
Price 6.7m"
1065,1066,https://www.zoomtanzania.com/station-wagons/2005-toyota-wish-1186760?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"12,000,000",1186760,Tuesday,11:55:00,October,09,2018,No,No,Used,2005,Toyota,Wish,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Wish (DNK )
Year 2005
1790cc
44,000km
New Tyres &Sports Rim
Indicator on a sidemirror
Colour : Grey
Gari mpyaaa
Well maintained
Price 12m"
1066,1067,https://www.zoomtanzania.com/hatchbacks/2001-toyota-vits-rs-1186757?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"5,500,000",1186757,Tuesday,11:54:00,October,09,2018,No,No,Used,2001,Toyota,Vits RS,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Vitz Rs ( BTB )
Year 2001
1290cc
100,000km
New Tyres &Sports Rim
Colour:Grey
In immaculate Condition
Price 5.5m"
1067,1068,https://www.zoomtanzania.com/sedans/2000-toyota-altezza-1186754?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"7,200,000",1186754,Friday,03:49:00,November,02,2018,No,No,Used,2000,Toyota,Altezza,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Alteza (CCC )
Year 2000
1980cc ( 4 Cylinder )
88,000km
New Tyres &Sports Rim
Well maintained
Price 7.2m"
1068,1069,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-land-cruiser-prado-1186753?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"22,000,000",1186753,Tuesday,10:27:00,October,09,2018,,No,Used,2001,Toyota,Land Cruiser Prado,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Prado 2001
Diesel Engine
Km 125,000
Mint condition
New tyres
Bei 22m maongezi yapo"
1069,1070,https://www.zoomtanzania.com/sedans/2002-toyota-brevis-1186750?s=d101134600455a328759a41957c24d87,silver,107,1,TSh,"11,500,000",1186750,Tuesday,11:55:00,October,09,2018,No,No,Used,2002,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Brevis[DML]
Year:2002
Cc:2490
Kilometer:76,000
Automatic Transmission
Colour:Maroon
Very Good Condition
price 11.5m"
1070,1071,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-land-cruiser-1186749?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"55,000,000",1186749,Tuesday,10:27:00,October,09,2018,,No,Used,2001,Toyota,Land Cruiser,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Land cruier VX iyo rangi METALCK MAROON ndo imeingia sokoni ni ya mwaka 2001 DIESEL Engine 1HDT-FTE kilometa 110,000 na ina usajili tiyari wa namba mpya No D na haina dent wala mkwaruzo na ina siti adi nyuma BEI 55m na inapungua"
1071,1072,https://www.zoomtanzania.com/minis/2007-toyota-noah-1186746?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"10,300,000",1186746,Tuesday,11:55:00,October,09,2018,No,No,Used,2007,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Noah New Shape (DJK)
Year 2007
1990cc
99000km
Colour: Black
Well maintained
Price 10.3m"
1072,1073,https://www.zoomtanzania.com/hatchbacks/2007-toyota-ist-1186734?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"13,500,000",1186734,Tuesday,10:26:00,October,09,2018,,No,Used,2007,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Ist 2007 model
Price 13.5m"
1073,1074,https://www.zoomtanzania.com/4x4s-suvs/2003-toyota-land-cruiser-1186716?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"50,000,000",1186716,Tuesday,10:26:00,October,09,2018,,No,Used,2003,Toyota,Land Cruiser,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota vx limited
Year 2003
Fuel Diesel
Transmission Auto
Engine c 4100cc
Price 50m negotiable
All documents clean✨"
1074,1075,https://www.zoomtanzania.com/4x4s-suvs/2005-toyota-harrier-1186712?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"28,500,000",1186712,Tuesday,10:30:00,October,09,2018,,No,Used,2005,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam",Toyota Harrier mwaka 2005 cc 2400 chasis no black in colour with original navigation system tairi zote mpya bei Tshs 28.5mill.
1075,1076,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186702?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"12,000,000",1186702,Friday,03:41:00,November,02,2018,,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Ist
Year 2005
12m"
1076,1077,https://www.zoomtanzania.com/4x4s-suvs/2016-toyota-land-cruiser-prado-1186698?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"160,000,000",1186698,Tuesday,09:27:00,October,09,2018,,No,Used,2016,Toyota,Land Cruiser Prado,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota prado
2tr engine
7seat
2016 model
km 18000
Price 160m"
1077,1078,https://www.zoomtanzania.com/sedans/2004-toyota-mark-ii-1186696?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"8,000,000",1186696,Tuesday,09:22:00,October,09,2018,,No,Used,2004,Toyota,Mark II,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Grand Mark II for sale
Year 2004
Beams 2000
Vvti engine
Cc 1988
Mint condition car
Price 8m"
1078,1079,https://www.zoomtanzania.com/minis/2004-toyota-alphard-1186302?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"16,000,000",1186302,Friday,03:41:00,November,02,2018,,No,Used,2004,Toyota,Alphard,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota ALPHARD iyo full option ina camera nne Mbele na nyuma na pembeni na ina hali ya upya kabisa engine ndogo cc 2,360 ni ya 2004 ina klm 83elf na matairi yote ni mapya na ina usajili tiyari bei 16m na inapungua"
1079,1080,https://www.zoomtanzania.com/4x4s-suvs/2003-toyota-harrier-1186300?s=91785e890169c3ed2e969494daefa191,silver,108,1,TSh,"16,700,000",1186300,Friday,03:41:00,November,02,2018,,No,Used,2003,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","ToyotaHarrier
year 2003
16.7m"
1080,1081,https://www.zoomtanzania.com/4x4s-suvs/1998-toyota-rav-4-1186298?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"12,500,000",1186298,Monday,16:52:00,October,08,2018,,No,Used,1998,Toyota,Rav 4,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Rav 4
year 1998
12.5m"
1081,1082,https://www.zoomtanzania.com/sedans/2005-toyota-mark-x-1186289?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"14,000,000",1186289,Friday,03:41:00,November,02,2018,,No,Used Abroad,2005,Toyota,Mark X,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Mark X (Haijasajiliwa/Unregistered) Cc 2490 Year 2005 Km 72000 Full Option Push to Start
Price/Bei:14,000,000 Price + Registration"
1082,1083,https://www.zoomtanzania.com/sedans/2004-toyota-crown-athlete-1186281?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"16,500,000",1186281,Monday,16:49:00,October,08,2018,No,No,Used,2004,Toyota,Crown Athlete,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Crown Athlete
Registerd number DMY
Year 2004
Km 70000
Push to start
Cc2500
Price 16.5ml"
1083,1084,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186280?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"11,000,000",1186280,Monday,16:45:00,October,08,2018,,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Ist
mwaka 2005
Cc:1490
millage:74,000
11m"
1084,1085,https://www.zoomtanzania.com/sedans/2004-toyota-crown-royal-saloon-1186277?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"9,500,000",1186277,Friday,03:48:00,November,02,2018,No,No,Used,2004,Toyota,Crown Royal Saloon,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make: Toyota
Model: Royal Saloon
Cc 2490
Year 2004
Petrol
Body type: Saloon (Closed top)
Mileage:96161
Price 9.5m (fixed)"
1085,1086,https://www.zoomtanzania.com/station-wagons/2008-toyota-fielder-1186258?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"16,000,000",1186258,Friday,03:41:00,November,02,2018,,No,Used,2008,Toyota,Fielder,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Corrola filder
Mwaka 2008
1.5cc
Bei 16m"
1086,1087,https://www.zoomtanzania.com/hatchbacks/2001-toyota-opa-1186255?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"5,500,000",1186255,Friday,03:48:00,November,02,2018,No,No,Used,2001,Toyota,Opa,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","OPPa for sale (CDD)
Full document
Full AC
Year 2001
Fuel Petrol
Price 5.5m"
1087,1088,https://www.zoomtanzania.com/4x4s-suvs/2003-toyota-land-cruiser-1186248?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"48,000,000",1186248,Monday,16:31:00,October,08,2018,,No,Used,2003,Toyota,Land Cruiser,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Land cruizer
Year 2003
Engine 1HDT
Millage 96000
Sports rim
New tyres
Full document
Price 48m"
1088,1089,https://www.zoomtanzania.com/4x4s-suvs/2005-toyota-harrier-1186247?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"27,500,000",1186247,Monday,16:36:00,October,08,2018,No,No,Used,2005,Toyota,Harrier,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Harrier For Sale (DKF)
Year 2005
Kms 86,000
Cc 2360
Leather Seats
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Sport Rims
Dashboard haijachanika kabisa hata kidogo
Gari imetunzwa vizuri
In mint Condition
Price.27.5.m"
1089,1090,https://www.zoomtanzania.com/sedans/2007-toyota-crown-athlete-1186242?s=66eea35b43e3e2684c1ceb385eb4a7f0,silver,109,1,TSh,"16,000,000",1186242,Monday,16:22:00,October,08,2018,No,No,Used,2007,Toyota,Crown Athlete,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Toyota Crown Athletes 60th SPECIAL EDITION
Mwaka 2007
Black color
Cc:2490 Engine:4GR
Leather seat ORIGINAL
55,200 km
Price 16,000,000Full Option
Back Camera/Push to Start/HID/Cruise control/Power seat/Staring control/Fog lights/Navigation/Seat Heater/"
1090,1091,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-land-cruiser-vx-1186235?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"55,000,000",1186235,Monday,16:31:00,October,08,2018,,Yes,Used,2001,Toyota,Land Cruiser VX,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Land cruier VX
iyo rangi METALCK MAROON
ni ya mwaka 2001 DIESEL
Engine 1HDT-FTE
Bei 55m na inapungua"
1091,1092,https://www.zoomtanzania.com/4x4s-suvs/2001-honda-cr-v-1186229?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"4,500,000",1186229,Monday,16:12:00,October,08,2018,No,No,Used,2001,Honda,CR-V,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make:Honda
Model:CR-V
Year:2001
Colour:blue
Cc:1973
Price:4.5ml"
1092,1093,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186227?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"11,600,000",1186227,Monday,16:31:00,October,08,2018,,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","make toyota
model Ist
year 2005
Bei 11.6m"
1093,1094,https://www.zoomtanzania.com/hatchbacks/2004-toyota-raum-1186222?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"10,500,000",1186222,Monday,16:12:00,October,08,2018,No,No,Used,2004,Toyota,Raum,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","raum mpya namba dnc
full vibal full ac
cc 1490 1nz vvti
ina miezi 3 tu
bado mpya kabisa
km 38,719 tu
bei ni 10.5m au kubadilishana na gari yoyote ile ndogo na ela kidogo"
1094,1095,https://www.zoomtanzania.com/pickups/2017-ford-ranger-1186221?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"95,000,000",1186221,Monday,16:31:00,October,08,2018,,No,Used,2017,Ford,Ranger,In Tanzania,Yes,,Stick Shift,no,"Other Dar es Salaam District

Dar Es Salaam","Ford ranger
Mwaka 2017
Diesel
Price 95m"
1095,1096,https://www.zoomtanzania.com/sedans/2006-toyota-brevis-1186203?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"10,000,000",1186203,Monday,16:31:00,October,08,2018,,No,New,2006,Toyota,Brevis,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Brevis 2006
Price 10m
Cc 2490
Mileage 62000
Full option
Front Camera
Rear Camera
Mint condition"
1096,1097,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186201?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"8,800,000",1186201,Friday,03:48:00,November,02,2018,No,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make toyota
Model Ist
Year 2005
Cc 1290
Engine vvti
Price 8.8.ml"
1097,1098,https://www.zoomtanzania.com/4x4s-suvs/2006-toyota-kluger-1186191?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"14,500,000",1186191,Monday,16:31:00,October,08,2018,,No,Used,2006,Toyota,Kluger,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota Kluger
Mwaka 2006
Gari nzuri sana
Bei 14.5m maongezi yapo."
1098,1099,https://www.zoomtanzania.com/station-wagons/2006-subaru-forester-1186187?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"14,500,000",1186187,Monday,16:37:00,October,08,2018,No,Yes,Used,2006,Subaru,Forester,In Tanzania,Yes,78000,Automatic,yes,"Kinondoni, Mikocheni

Dar Es Salaam","Subaru Forester 2006 model
2.0i SG5 engine, non turbo
Automatic transmission with all wheel drive
Black exterior, brown cloth and leather interior
Mileage 78,000km
16"" alloy rimsExtras:
2 din touchscreen stereo with CD, Bluetooth, AM/FM, USB playback
Electronic sunroof"
1099,1100,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1186186?s=93be0a6a8f6f49775bf6d8d3d232220e,silver,110,1,TSh,"11,800,000",1186186,Monday,16:31:00,October,08,2018,,No,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Other Dar es Salaam District

Dar Es Salaam","Toyota ist
Year:2005
Cc:1290
Millage:41,000
Automatic Transmission
Fog lights
Sports Rims
Colour:Silver
Very Good Condition
imported From Japan
Price/Bei:11.8m"
1100,1101,https://www.zoomtanzania.com/hatchbacks/2004-toyota-ist-1186185?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"9,800,000",1186185,Monday,16:12:00,October,08,2018,No,No,Used,2004,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make toyota
Model Ist
Year 2004
Cc 1490
Price 9.8.ml"
1101,1102,https://www.zoomtanzania.com/hatchbacks/2003-toyota-ist-1186180?s=8f78258be41c3f29effa639a77da6290,silver,111,1,TSh,"7,500,000",1186180,Monday,16:12:00,October,08,2018,No,No,Used,2003,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Temeke, Kigamboni

Dar Es Salaam","Make toyota
Model Ist (CAA)
Full A/c
Cc 1290
Bei ml 7.5"
